"","Clusters","gene_short_name","family","pval","qval","status","num_cells_expressed","use_for_ordering"
"ADPGK","1","ADPGK","negbinomial.size",1.63867671499188e-17,2.59247979198934e-17,"OK",2082,TRUE
"AC004832.6","2","AC004832.6","negbinomial.size",4.47969612757693e-21,7.86121432096632e-21,"OK",440,TRUE
"AL359962.2","1","AL359962.2","negbinomial.size",1.97360163959895e-13,2.66546821686808e-13,"OK",456,TRUE
"BTBD11","1","BTBD11","negbinomial.size",3.92105494265983e-17,6.13177229317171e-17,"OK",137,TRUE
"EHD4","1","EHD4","negbinomial.size",2.26352786049241e-11,2.86440602649243e-11,"OK",3360,TRUE
"C1QTNF3","1","C1QTNF3","negbinomial.size",1.77570747674364e-26,3.63349954439336e-26,"OK",183,TRUE
"HIC1","1","HIC1","negbinomial.size",2.9695185173429e-47,9.52793737295378e-47,"OK",1495,TRUE
"ALKBH7","2","ALKBH7","negbinomial.size",2.98608221100563e-14,4.1624757812797e-14,"OK",3659,TRUE
"SLC25A42","2","SLC25A42","negbinomial.size",0.00187611743073821,0.00196965087476823,"OK",1525,TRUE
"BAD","1","BAD","negbinomial.size",5.73572541541009e-12,7.39203115034134e-12,"OK",2140,TRUE
"HELB","1","HELB","negbinomial.size",0.000109411483302824,0.000117481934298924,"OK",2214,TRUE
"DYNLRB1","1","DYNLRB1","negbinomial.size",4.69116247829371e-09,5.57847117073414e-09,"OK",5673,TRUE
"CERNA1","2","CERNA1","negbinomial.size",1.23824038946947e-15,1.81960935281794e-15,"OK",203,TRUE
"AC007952.4","1","AC007952.4","negbinomial.size",2.11312021826334e-85,1.10176869072432e-84,"OK",3770,TRUE
"AC069185.1","2","AC069185.1","negbinomial.size",0.000141511260891998,0.000151724134886181,"OK",445,TRUE
"IGF1R","1","IGF1R","negbinomial.size",2.84859026532259e-23,5.33557192183481e-23,"OK",497,TRUE
"MAP2K6","2","MAP2K6","negbinomial.size",4.4568737167905e-11,5.60078742278019e-11,"OK",661,TRUE
"CTBS","1","CTBS","negbinomial.size",3.56516241444397e-16,5.37749462929692e-16,"OK",1812,TRUE
"GPCPD1","1","GPCPD1","negbinomial.size",4.79569956685428e-27,1.00404173363966e-26,"OK",3417,TRUE
"SOWAHD","2","SOWAHD","negbinomial.size",1.56546777963601e-16,2.39625943121418e-16,"OK",75,TRUE
"AC011773.4","2","AC011773.4","negbinomial.size",0.00923439577037709,0.00959722301195396,"OK",485,TRUE
"CERK","1","CERK","negbinomial.size",1.36732637458299e-15,2.00251918060129e-15,"OK",1251,TRUE
"CAPZA2","1","CAPZA2","negbinomial.size",3.5513265980948e-16,5.36035309065248e-16,"OK",4038,TRUE
"ARID3A","1","ARID3A","negbinomial.size",4.1927881430197e-13,5.61021436286843e-13,"OK",604,TRUE
"OGFRL1","2","OGFRL1","negbinomial.size",4.55155745713187e-13,6.07901978110778e-13,"OK",1329,TRUE
"AC015912.3","2","AC015912.3","negbinomial.size",0.0053614292773489,0.00559621756620296,"OK",1090,TRUE
"LINC00384","2","LINC00384","negbinomial.size",1.20397248513384e-21,2.14931384383153e-21,"OK",89,TRUE
"ZNF106","1","ZNF106","negbinomial.size",2.12788955844601e-13,2.87205504186024e-13,"OK",2778,TRUE
"MHENCR","2","MHENCR","negbinomial.size",1.45397685584665e-07,1.65721271693714e-07,"OK",1338,TRUE
"RPL17","2","RPL17","negbinomial.size",2.9088834734813e-33,7.08122138493933e-33,"OK",6954,TRUE
"AL603756.1","2","AL603756.1","negbinomial.size",9.24100137153946e-14,1.26458876813054e-13,"OK",265,TRUE
"ATF3","1","ATF3","negbinomial.size",1.16502511708591e-19,1.97726093815285e-19,"OK",8057,TRUE
"CLN8","1","CLN8","negbinomial.size",1.91143532894782e-22,3.48981753239716e-22,"OK",946,TRUE
"LLGL2","1","LLGL2","negbinomial.size",3.50389123612112e-12,4.54541871480067e-12,"OK",3410,TRUE
"RTF1","1","RTF1","negbinomial.size",1.30216972571201e-21,2.31698616494615e-21,"OK",4803,TRUE
"GIPC1","2","GIPC1","negbinomial.size",8.05337450828264e-07,9.04128846193843e-07,"OK",1616,TRUE
"CCDC173","1","CCDC173","negbinomial.size",1.09226676422304e-08,1.27991713214466e-08,"OK",167,TRUE
"NPAT","1","NPAT","negbinomial.size",4.78517833901501e-11,5.99945191752807e-11,"OK",1297,TRUE
"LMO4","1","LMO4","negbinomial.size",0.40193468970344,0.407001093355164,"OK",5492,TRUE
"CLTB","1","CLTB","negbinomial.size",5.69764505430835e-19,9.44094127027869e-19,"OK",4462,TRUE
"EPAS1","1","EPAS1","negbinomial.size",3.77780708335663e-18,6.11041279925468e-18,"OK",762,TRUE
"CCDC28B","1","CCDC28B","negbinomial.size",8.59245452252739e-23,1.58478179076207e-22,"OK",1657,TRUE
"SLC25A4","1","SLC25A4","negbinomial.size",7.00895784662744e-07,7.87690651260877e-07,"OK",2037,TRUE
"CCSER2","1","CCSER2","negbinomial.size",2.8136580832385e-12,3.66315989348397e-12,"OK",6248,TRUE
"C22orf46","2","C22orf46","negbinomial.size",6.98468213455583e-10,8.49678942784723e-10,"OK",1483,TRUE
"CNST","1","CNST","negbinomial.size",1.17713536409347e-13,1.60377299291378e-13,"OK",1256,TRUE
"ATP5F1D","2","ATP5F1D","negbinomial.size",1.32085345696417e-12,1.74159948216126e-12,"OK",9358,TRUE
"RAD21","1","RAD21","negbinomial.size",3.16092320243027e-22,5.73247694487562e-22,"OK",4714,TRUE
"ELL","1","ELL","negbinomial.size",1.11072127091909e-22,2.04338798695801e-22,"OK",1826,TRUE
"FLI1","2","FLI1","negbinomial.size",0.000218397277162601,0.000233007227823749,"OK",2015,TRUE
"ATP8B4","1","ATP8B4","negbinomial.size",8.32863020090957e-16,1.23393435148722e-15,"OK",623,TRUE
"EMC7","1","EMC7","negbinomial.size",1.23475862350454e-09,1.48953918486171e-09,"OK",4153,TRUE
"NDUFV2-AS1","2","NDUFV2-AS1","negbinomial.size",4.23061191503924e-14,5.87840950910962e-14,"OK",1169,TRUE
"CHST12","1","CHST12","negbinomial.size",4.039827819696e-46,1.26807330548779e-45,"OK",6251,TRUE
"THEM4","1","THEM4","negbinomial.size",1.00159134143367e-15,1.47785824460519e-15,"OK",876,TRUE
"TOLLIP-AS1","2","TOLLIP-AS1","negbinomial.size",2.88764981006824e-11,3.64357907971961e-11,"OK",364,TRUE
"GHITM","1","GHITM","negbinomial.size",1.8283478673624e-09,2.19462452922471e-09,"OK",5937,TRUE
"PLEKHG3","1","PLEKHG3","negbinomial.size",0.0666755893153633,0.0682488689122336,"OK",1282,TRUE
"AL355353.1","2","AL355353.1","negbinomial.size",2.85219547768635e-07,3.23219017298939e-07,"OK",273,TRUE
"TES","1","TES","negbinomial.size",7.90711906919748e-36,2.04173110251063e-35,"OK",5092,TRUE
"ZNF571","1","ZNF571","negbinomial.size",7.39079709610537e-17,1.14341218983256e-16,"OK",925,TRUE
"RLF","1","RLF","negbinomial.size",6.58419683932014e-17,1.02008021032038e-16,"OK",2687,TRUE
"IL7","2","IL7","negbinomial.size",2.72052170262048e-23,5.10009643300244e-23,"OK",141,TRUE
"STRAP","1","STRAP","negbinomial.size",1.47662408811916e-11,1.87847369333164e-11,"OK",5451,TRUE
"JHY","2","JHY","negbinomial.size",1.19095788326021e-11,1.51952214634788e-11,"OK",178,TRUE
"CASZ1","1","CASZ1","negbinomial.size",7.9257927966472e-22,1.4266427033965e-21,"OK",1816,TRUE
"CCDC32","1","CCDC32","negbinomial.size",2.29495089691105e-09,2.74407304046311e-09,"OK",1842,TRUE
"TXNL4A","1","TXNL4A","negbinomial.size",5.85330788935451e-11,7.32592314599535e-11,"OK",5284,TRUE
"PPTC7","1","PPTC7","negbinomial.size",9.75803556602554e-14,1.33365968133014e-13,"OK",2031,TRUE
"S100A8","2","S100A8","negbinomial.size",2.08837234276994e-15,3.03597829186864e-15,"OK",91,TRUE
"OSTF1","1","OSTF1","negbinomial.size",1.20797733609013e-26,2.48822682049335e-26,"OK",9386,TRUE
"AC096734.2","2","AC096734.2","negbinomial.size",4.68870268127756e-07,5.28026797284062e-07,"OK",90,TRUE
"HDAC9","2","HDAC9","negbinomial.size",0.00309567790168012,0.00324373206219525,"OK",497,TRUE
"SLC39A10","2","SLC39A10","negbinomial.size",1.46606184722437e-07,1.67010932070885e-07,"OK",2707,TRUE
"POU2F2","1","POU2F2","negbinomial.size",6.79477159061414e-08,7.83095620618601e-08,"OK",899,TRUE
"DCTN3","1","DCTN3","negbinomial.size",7.6621186622375e-14,1.0545136661417e-13,"OK",6234,TRUE
"CKLF","2","CKLF","negbinomial.size",8.13164306541329e-17,1.254447639323e-16,"OK",5167,TRUE
"B9D2","1","B9D2","negbinomial.size",1.24867571820282e-12,1.64943826600604e-12,"OK",905,TRUE
"ELL2","1","ELL2","negbinomial.size",2.65892475985684e-52,9.16885183486406e-52,"OK",4732,TRUE
"RFC4","2","RFC4","negbinomial.size",4.50576058168919e-08,5.20948544865877e-08,"OK",643,TRUE
"PLCL1","2","PLCL1","negbinomial.size",1.07382560824425e-15,1.58228786975664e-15,"OK",170,TRUE
"ZNF256","1","ZNF256","negbinomial.size",6.86788195014025e-17,1.0632716595185e-16,"OK",336,TRUE
"MAP4K1","2","MAP4K1","negbinomial.size",9.68954989932033e-12,1.24065134189054e-11,"OK",1178,TRUE
"CD37","2","CD37","negbinomial.size",1.12845605055988e-18,1.8528547870283e-18,"OK",12645,TRUE
"TMEM116","2","TMEM116","negbinomial.size",3.81468540212078e-14,5.30387989564101e-14,"OK",731,TRUE
"REC8","1","REC8","negbinomial.size",8.65259544775315e-14,1.18706385364811e-13,"OK",846,TRUE
"PDCD7","2","PDCD7","negbinomial.size",9.40231274800631e-08,1.07731729267964e-07,"OK",3184,TRUE
"WBP2","1","WBP2","negbinomial.size",2.72702819310902e-08,3.16306104323715e-08,"OK",2652,TRUE
"NDUFB2-AS1","2","NDUFB2-AS1","negbinomial.size",1.27977397312559e-09,1.54298485142269e-09,"OK",416,TRUE
"ATP6AP2","1","ATP6AP2","negbinomial.size",8.23976943172234e-18,1.31897121014065e-17,"OK",5680,TRUE
"GNB1","1","GNB1","negbinomial.size",4.49848229759276e-25,8.86213270070727e-25,"OK",5277,TRUE
"BTF3L4","1","BTF3L4","negbinomial.size",2.63782727817122e-12,3.43836981151044e-12,"OK",1723,TRUE
"CCNB1IP1","2","CCNB1IP1","negbinomial.size",1.87478685677644e-15,2.72913603513295e-15,"OK",2096,TRUE
"STK26","1","STK26","negbinomial.size",6.58182139229156e-31,1.53505060213768e-30,"OK",2376,TRUE
"ID2","1","ID2","negbinomial.size",1.45625467292775e-150,1.2338345256173e-149,"OK",14930,TRUE
"HOOK3","1","HOOK3","negbinomial.size",9.34434803849827e-12,1.19786589216919e-11,"OK",1935,TRUE
"BRK1","1","BRK1","negbinomial.size",6.94445162552244e-19,1.14718321216742e-18,"OK",7007,TRUE
"ST13","1","ST13","negbinomial.size",4.06739654631981e-05,4.4221469217883e-05,"OK",6513,TRUE
"TMEM167B","1","TMEM167B","negbinomial.size",2.02493828974837e-11,2.56697320307669e-11,"OK",2459,TRUE
"ZMYND8","1","ZMYND8","negbinomial.size",1.9038658499139e-34,4.72481124538129e-34,"OK",1856,TRUE
"GNS","1","GNS","negbinomial.size",1.68924326885799e-19,2.84469615695107e-19,"OK",790,TRUE
"DDX3X","1","DDX3X","negbinomial.size",2.88157508860135e-10,3.53115048993013e-10,"OK",13111,TRUE
"BOD1L1","1","BOD1L1","negbinomial.size",3.4362282439302e-12,4.46031062901532e-12,"OK",6002,TRUE
"BEX2","1","BEX2","negbinomial.size",1.02145861542477e-30,2.36956549396398e-30,"OK",1892,TRUE
"SNW1","1","SNW1","negbinomial.size",8.60666824202626e-10,1.04348034751006e-09,"OK",3826,TRUE
"STK38L","1","STK38L","negbinomial.size",2.10251164404841e-10,2.58523115416156e-10,"OK",915,TRUE
"OSBP","1","OSBP","negbinomial.size",7.28347181104172e-16,1.08056431998286e-15,"OK",1782,TRUE
"TGIF2","1","TGIF2","negbinomial.size",3.30454947982991e-10,4.04262144486807e-10,"OK",1250,TRUE
"HAX1","2","HAX1","negbinomial.size",2.64312428678461e-08,3.06738179670189e-08,"OK",3822,TRUE
"AC006449.6","1","AC006449.6","negbinomial.size",1.21980295220706e-17,1.94254963534296e-17,"OK",1572,TRUE
"CCDC88C","2","CCDC88C","negbinomial.size",3.42249555865898e-10,4.18455065768395e-10,"OK",5030,TRUE
"AL031733.2","2","AL031733.2","negbinomial.size",8.79548832726401e-10,1.06518225470886e-09,"OK",182,TRUE
"SCP2","1","SCP2","negbinomial.size",2.71537301483275e-13,3.65816401811941e-13,"OK",5984,TRUE
"NUTM2A-AS1","2","NUTM2A-AS1","negbinomial.size",0.248351297615318,0.251952275270171,"OK",1429,TRUE
"SERTAD3","2","SERTAD3","negbinomial.size",0.0220749251172464,0.0227785502280244,"OK",3497,TRUE
"RBM7","1","RBM7","negbinomial.size",4.16198474759464e-17,6.50385080513889e-17,"OK",3171,TRUE
"CHMP1A","1","CHMP1A","negbinomial.size",1.18594763695844e-15,1.74394605055109e-15,"OK",2099,TRUE
"MFSD2A","1","MFSD2A","negbinomial.size",2.08753006841695e-15,3.03597829186864e-15,"OK",235,TRUE
"ABCA1","1","ABCA1","negbinomial.size",2.38674875200305e-06,2.65343825889011e-06,"OK",71,TRUE
"CXCR3","2","CXCR3","negbinomial.size",2.41590899786919e-15,3.50508803771122e-15,"OK",1579,TRUE
"RPN2","1","RPN2","negbinomial.size",1.64231811561857e-15,2.40039622154763e-15,"OK",4232,TRUE
"CENPK","2","CENPK","negbinomial.size",7.61661830396839e-11,9.48905519891295e-11,"OK",1098,TRUE
"KYNU","1","KYNU","negbinomial.size",1.68035236349894e-05,1.83611298560665e-05,"OK",72,TRUE
"MAPKAPK2","2","MAPKAPK2","negbinomial.size",0.409581002927876,0.414550254479964,"OK",4924,TRUE
"GRAMD2B","1","GRAMD2B","negbinomial.size",1.88383571254396e-47,6.0623733835428e-47,"OK",1249,TRUE
"GNLY","2","GNLY","negbinomial.size",1.88332188661931e-07,2.14206878451877e-07,"OK",14663,TRUE
"FBXL15","2","FBXL15","negbinomial.size",7.69559540583491e-20,1.31018417859152e-19,"OK",2180,TRUE
"MOK","1","MOK","negbinomial.size",6.38329026583109e-09,7.55338602650717e-09,"OK",177,TRUE
"PPP4C","1","PPP4C","negbinomial.size",8.5171071188421e-18,1.36135632577513e-17,"OK",3838,TRUE
"ARID2","1","ARID2","negbinomial.size",1.13876296686902e-16,1.75175664903468e-16,"OK",1726,TRUE
"B3GALT6","1","B3GALT6","negbinomial.size",1.93284485930969e-11,2.45166111101913e-11,"OK",990,TRUE
"COX19","1","COX19","negbinomial.size",3.62431317276912e-24,6.96909155295763e-24,"OK",4008,TRUE
"ATP11A","1","ATP11A","negbinomial.size",6.38344822794682e-13,8.50995648827084e-13,"OK",409,TRUE
"AARD","1","AARD","negbinomial.size",5.69338068776034e-05,6.16830305282327e-05,"OK",83,TRUE
"CSGALNACT2","1","CSGALNACT2","negbinomial.size",5.7288565602487e-12,7.38756829915543e-12,"OK",2716,TRUE
"CDKN2B","2","CDKN2B","negbinomial.size",3.9245653124414e-18,6.34305675311878e-18,"OK",180,TRUE
"MESD","1","MESD","negbinomial.size",1.00403443267336e-11,1.28329445166089e-11,"OK",2369,TRUE
"AP005019.1","1","AP005019.1","negbinomial.size",1.46481126558645e-06,1.63434960651081e-06,"OK",143,TRUE
"PSMC3","1","PSMC3","negbinomial.size",1.59715652427321e-12,2.09826317452974e-12,"OK",3424,TRUE
"CDC5L","1","CDC5L","negbinomial.size",3.61152198681917e-19,6.02105395035417e-19,"OK",3449,TRUE
"NDUFB7","2","NDUFB7","negbinomial.size",5.19608092558332e-14,7.19687070727344e-14,"OK",6362,TRUE
"GPATCH2","1","GPATCH2","negbinomial.size",1.66406025439647e-10,2.05426675685028e-10,"OK",1280,TRUE
"AP5Z1","1","AP5Z1","negbinomial.size",1.9657510214022e-18,3.20821216359772e-18,"OK",1304,TRUE
"TMEM50A","1","TMEM50A","negbinomial.size",2.90342941319529e-09,3.46589895279063e-09,"OK",8524,TRUE
"OSM","2","OSM","negbinomial.size",4.43212887780769e-15,6.35799440209318e-15,"OK",963,TRUE
"PRKAA1","1","PRKAA1","negbinomial.size",3.60590101572446e-16,5.43516282356244e-16,"OK",2602,TRUE
"GSTO1","1","GSTO1","negbinomial.size",3.67188901931176e-12,4.75482225844012e-12,"OK",2914,TRUE
"MBNL2","1","MBNL2","negbinomial.size",4.71099970030108e-11,5.90986602079412e-11,"OK",1970,TRUE
"RNF146","2","RNF146","negbinomial.size",3.06141457691225e-08,3.54901561588598e-08,"OK",864,TRUE
"TBC1D10C","1","TBC1D10C","negbinomial.size",0.00114297730757544,0.00120403971837355,"OK",5115,TRUE
"PTPRN2","1","PTPRN2","negbinomial.size",9.20966599955646e-09,1.0838722492153e-08,"OK",731,TRUE
"HDLBP","1","HDLBP","negbinomial.size",3.81689343232436e-16,5.74520600604548e-16,"OK",1346,TRUE
"CLDND1","1","CLDND1","negbinomial.size",2.16834126585841e-21,3.83929159644644e-21,"OK",3997,TRUE
"EPOP","1","EPOP","negbinomial.size",1.31136696487697e-07,1.49624142389172e-07,"OK",457,TRUE
"WIPF1","1","WIPF1","negbinomial.size",1.8175804012703e-37,4.87309257151455e-37,"OK",8459,TRUE
"CMPK2","1","CMPK2","negbinomial.size",6.68790626913511e-18,1.07452360724104e-17,"OK",379,TRUE
"SHOC2","1","SHOC2","negbinomial.size",1.50420074112518e-10,1.85903783903163e-10,"OK",2186,TRUE
"AC103706.1","2","AC103706.1","negbinomial.size",3.12079326199583e-12,4.05572233988554e-12,"OK",326,TRUE
"LGALS9","1","LGALS9","negbinomial.size",1.13255827383035e-43,3.40238074229645e-43,"OK",1508,TRUE
"ARRB2","2","ARRB2","negbinomial.size",9.91218501565368e-05,0.000106803424237222,"OK",4150,TRUE
"TBCC","2","TBCC","negbinomial.size",0.00428976448534346,0.00448625803698648,"OK",5741,TRUE
"PNKP","1","PNKP","negbinomial.size",2.20503895848374e-14,3.08364248933025e-14,"OK",2878,TRUE
"BANF1","1","BANF1","negbinomial.size",1.35565523003402e-17,2.15099941034659e-17,"OK",6016,TRUE
"LRP2BP","2","LRP2BP","negbinomial.size",9.6281634489492e-10,1.16342543291202e-09,"OK",509,TRUE
"TRAPPC2","2","TRAPPC2","negbinomial.size",0.000218639754678056,0.000233151242820405,"OK",2858,TRUE
"PTBP1","1","PTBP1","negbinomial.size",3.00638669259658e-27,6.3125389508635e-27,"OK",5028,TRUE
"COPZ1","1","COPZ1","negbinomial.size",1.39921849183037e-20,2.41440326871923e-20,"OK",3041,TRUE
"UBE2Q2","1","UBE2Q2","negbinomial.size",6.05344103834464e-31,1.41486138062172e-30,"OK",2444,TRUE
"WDR48","1","WDR48","negbinomial.size",6.41794232391374e-14,8.86092737146333e-14,"OK",1849,TRUE
"MPHOSPH8","2","MPHOSPH8","negbinomial.size",3.06352457329599e-11,3.86324697644128e-11,"OK",6210,TRUE
"CDKN2C","1","CDKN2C","negbinomial.size",9.0364230267528e-16,1.33514996900728e-15,"OK",2577,TRUE
"HAT1","1","HAT1","negbinomial.size",3.21179627788623e-13,4.3135517812602e-13,"OK",2371,TRUE
"TSC22D1","1","TSC22D1","negbinomial.size",1.22390075952105e-11,1.56063536002419e-11,"OK",1744,TRUE
"RPN1","1","RPN1","negbinomial.size",1.50802443410612e-16,2.30996115648035e-16,"OK",2360,TRUE
"F2R","2","F2R","negbinomial.size",0.000372397535263904,0.000395752206755221,"OK",3556,TRUE
"AC136475.1","2","AC136475.1","negbinomial.size",0.0366928185393854,0.0377367109587136,"OK",401,TRUE
"TMSB10","1","TMSB10","negbinomial.size",0.103701080689985,0.105898137484264,"OK",16284,TRUE
"IGHV3-30","1","IGHV3-30","negbinomial.size",0.000156974307985809,0.000168136925442578,"OK",37,TRUE
"HMGXB4","1","HMGXB4","negbinomial.size",2.68780620851994e-16,4.07681934704878e-16,"OK",1684,TRUE
"TTC38","1","TTC38","negbinomial.size",3.10297166392751e-26,6.31364497097446e-26,"OK",5237,TRUE
"FRYL","1","FRYL","negbinomial.size",1.17694858879793e-21,2.10280188558707e-21,"OK",2322,TRUE
"MVD","1","MVD","negbinomial.size",1.42579063998692e-10,1.76414141365182e-10,"OK",5040,TRUE
"NT5DC1","2","NT5DC1","negbinomial.size",6.03600325612844e-15,8.6018995154682e-15,"OK",977,TRUE
"SRSF10","1","SRSF10","negbinomial.size",4.03252451287459e-43,1.1998005032133e-42,"OK",7354,TRUE
"CACNA2D4","1","CACNA2D4","negbinomial.size",4.85626460434229e-19,8.0838357074585e-19,"OK",333,TRUE
"HIST1H2BN","1","HIST1H2BN","negbinomial.size",0.000412085881570874,0.000437072996150233,"OK",1509,TRUE
"PCIF1","1","PCIF1","negbinomial.size",1.04836185459401e-25,2.08997873402059e-25,"OK",2872,TRUE
"LRMP","1","LRMP","negbinomial.size",1.15147708603108e-40,3.30364259206536e-40,"OK",3567,TRUE
"LFNG","1","LFNG","negbinomial.size",1.214679326346e-23,2.30502139881407e-23,"OK",1938,TRUE
"TMEM208","1","TMEM208","negbinomial.size",2.09081049647143e-16,3.18243366094494e-16,"OK",2773,TRUE
"POLR2G","1","POLR2G","negbinomial.size",4.84959474147522e-21,8.48972638761885e-21,"OK",5201,TRUE
"NECTIN1","1","NECTIN1","negbinomial.size",1.88612206570793e-08,2.19591989292566e-08,"OK",320,TRUE
"CKAP4","1","CKAP4","negbinomial.size",5.0145073444692e-15,7.1697207845443e-15,"OK",222,TRUE
"HIST1H2BJ","1","HIST1H2BJ","negbinomial.size",1.24475561014617e-12,1.64526198562282e-12,"OK",871,TRUE
"SIGLEC7","1","SIGLEC7","negbinomial.size",9.90702826635124e-40,2.7870744889385e-39,"OK",697,TRUE
"IL17RB","1","IL17RB","negbinomial.size",0.037859323418158,0.0388626940340676,"OK",51,TRUE
"TRBC2","2","TRBC2","negbinomial.size",1.27201831666067e-06,1.41997309770303e-06,"OK",9446,TRUE
"CNFN","1","CNFN","negbinomial.size",5.76067630708687e-12,7.41977845016118e-12,"OK",155,TRUE
"CEBPG","1","CEBPG","negbinomial.size",4.82904695840447e-15,6.91823173895594e-15,"OK",3050,TRUE
"AC012414.3","1","AC012414.3","negbinomial.size",0.000513362567595852,0.000543427725288142,"OK",43,TRUE
"DPH3","1","DPH3","negbinomial.size",1.6466623921181e-10,2.03394688411399e-10,"OK",2996,TRUE
"FN3KRP","2","FN3KRP","negbinomial.size",0.000712410926634918,0.000752297614348168,"OK",722,TRUE
"TAPBPL","1","TAPBPL","negbinomial.size",2.8699146515927e-07,3.24887519796689e-07,"OK",2061,TRUE
"UBE2S","1","UBE2S","negbinomial.size",3.99476625469168e-15,5.74198012354292e-15,"OK",12872,TRUE
"COMMD5","1","COMMD5","negbinomial.size",8.30163097361861e-22,1.4930545258523e-21,"OK",2742,TRUE
"GNB2","1","GNB2","negbinomial.size",4.27342564269983e-17,6.66359469375697e-17,"OK",5621,TRUE
"AC009831.1","2","AC009831.1","negbinomial.size",0.000174341509589978,0.000186370987826842,"OK",527,TRUE
"HOXC5","2","HOXC5","negbinomial.size",1.10420236098172e-20,1.90837842308315e-20,"OK",130,TRUE
"PRKACB","1","PRKACB","negbinomial.size",2.72081084799264e-29,6.02187625438371e-29,"OK",4722,TRUE
"HIPK1","1","HIPK1","negbinomial.size",2.51063105278591e-37,6.70635314469538e-37,"OK",6434,TRUE
"ATP6V0B","1","ATP6V0B","negbinomial.size",3.89582565951966e-13,5.2160776885791e-13,"OK",6602,TRUE
"NCBP2-AS2","2","NCBP2-AS2","negbinomial.size",0.0968081472040089,0.0989523427358601,"OK",4265,TRUE
"RAD51C","2","RAD51C","negbinomial.size",6.81994726883985e-11,8.52100554499633e-11,"OK",956,TRUE
"PI4K2A","1","PI4K2A","negbinomial.size",8.67608921089472e-22,1.55652915619774e-21,"OK",1331,TRUE
"BUB3","2","BUB3","negbinomial.size",3.72561205902345e-08,4.31208781004369e-08,"OK",5600,TRUE
"ADARB1","2","ADARB1","negbinomial.size",1.85654270683172e-07,2.11271832692445e-07,"OK",459,TRUE
"RNF157","2","RNF157","negbinomial.size",0.00804937052420808,0.0083817017124375,"OK",440,TRUE
"MLLT11","1","MLLT11","negbinomial.size",1.50068906444993e-19,2.53109998506368e-19,"OK",2031,TRUE
"PPIL4","1","PPIL4","negbinomial.size",4.53522512092324e-08,5.24075827772111e-08,"OK",1732,TRUE
"RINL","2","RINL","negbinomial.size",0.000164971965410249,0.000176616087351841,"OK",2067,TRUE
"PIGT","1","PIGT","negbinomial.size",5.70490798339283e-16,8.53964486955075e-16,"OK",3300,TRUE
"C10orf95","2","C10orf95","negbinomial.size",1.40478066232754e-11,1.78812749799791e-11,"OK",252,TRUE
"JCHAIN","2","JCHAIN","negbinomial.size",2.47025172571086e-26,5.0309633737717e-26,"OK",632,TRUE
"FCGR3B","1","FCGR3B","negbinomial.size",6.26091543145837e-10,7.62060918677508e-10,"OK",469,TRUE
"AC025181.2","2","AC025181.2","negbinomial.size",0.000108343086452122,0.000116434216994883,"OK",661,TRUE
"MORF4L2-AS1","2","MORF4L2-AS1","negbinomial.size",1.92203074680762e-06,2.14008454303168e-06,"OK",178,TRUE
"MTCH1","1","MTCH1","negbinomial.size",1.23960677911112e-15,1.82038395659581e-15,"OK",4616,TRUE
"ARF3","1","ARF3","negbinomial.size",7.20377025369324e-16,1.06947143602058e-15,"OK",1623,TRUE
"FAM53B","1","FAM53B","negbinomial.size",3.50155903516759e-15,5.04308203670551e-15,"OK",1800,TRUE
"PAFAH1B3","2","PAFAH1B3","negbinomial.size",2.08709691830119e-14,2.92436254250341e-14,"OK",760,TRUE
"CCT5","1","CCT5","negbinomial.size",7.94611987090338e-13,1.05607438725425e-12,"OK",3240,TRUE
"WHRN","1","WHRN","negbinomial.size",8.17475692937404e-08,9.38647314971534e-08,"OK",1483,TRUE
"ABI3","1","ABI3","negbinomial.size",5.68435134780201e-34,1.40106341742984e-33,"OK",4158,TRUE
"ZNF276","2","ZNF276","negbinomial.size",0.258606508535125,0.262233528290176,"OK",3546,TRUE
"DUSP3","1","DUSP3","negbinomial.size",4.96682641662792e-09,5.89335147574724e-09,"OK",366,TRUE
"SLC2A14","1","SLC2A14","negbinomial.size",1.01132112368772e-08,1.18827492810328e-08,"OK",39,TRUE
"BDP1","1","BDP1","negbinomial.size",7.64206573505665e-14,1.05242162408494e-13,"OK",4655,TRUE
"SEC11C","1","SEC11C","negbinomial.size",3.3462921907013e-13,4.49140331784104e-13,"OK",4634,TRUE
"GNA13","1","GNA13","negbinomial.size",6.5538231795686e-35,1.64718916297616e-34,"OK",3436,TRUE
"KLRF1","1","KLRF1","negbinomial.size",0.00360089988347315,0.00376947482975544,"OK",11816,TRUE
"PLEKHF1","2","PLEKHF1","negbinomial.size",0.0659694498183737,0.0675579493182496,"OK",3611,TRUE
"CA5B","1","CA5B","negbinomial.size",1.05155897285441e-15,1.55053121150321e-15,"OK",2232,TRUE
"NRIP1","1","NRIP1","negbinomial.size",4.17006032836924e-29,9.19193176039927e-29,"OK",1249,TRUE
"DNAJC3","1","DNAJC3","negbinomial.size",9.43841651950736e-33,2.27972443550239e-32,"OK",4292,TRUE
"AC020911.2","2","AC020911.2","negbinomial.size",1.00988013294252e-06,1.13142045885968e-06,"OK",614,TRUE
"SRRM1","1","SRRM1","negbinomial.size",6.20768521870845e-19,1.02782207934188e-18,"OK",11198,TRUE
"KNOP1","2","KNOP1","negbinomial.size",5.3909177266689e-09,6.39305661516941e-09,"OK",556,TRUE
